"id";"nombre";"abreviatura";"urlgob";"url";"facebook";"twitter";"instagram";"linkedin";"youtube";"tiktok"
864;"Municipalidad Provincial de Utcubamba";"MPU";"/muniutcubamba";"www.gob.pe/muniutcubamba";"www.facebook.com/MunicipalidadProvincialUtcubamba?mibextid=2JQ9oc";"";"www.instagram.com/muniutcubamba";"";"www.youtube.com/@videos-municipalidadprovin4524";""
865;"Municipalidad Distrital de Cajaruro";"MDC";"/municajaruro";"www.gob.pe/municajaruro";"www.facebook.com/municajaruro";"";"www.instagram.com/municajaruro/";"";"www.youtube.com/@municajaruro";""
866;"Municipalidad Distrital de Cumba";"MDC";"/municumba";"www.gob.pe/municumba";"www.facebook.com/municipalidadcumba";"";"";"";"www.youtube.com/@municipalidaddistritaldecu1551";""
867;"Municipalidad Distrital de Jamalca";"MDJ";"/munijamalca";"www.gob.pe/munijamalca";"www.facebook.com/munijamalcaoficial";"";"www.instagram.com/munijamalcaoficial/";"";"www.youtube.com/@MunicipalidaddeJamalca";""
868;"Municipalidad Distrital de Lonya Grande";"MDLG";"/munilonyagrande";"www.gob.pe/munilonyagrande";"www.facebook.com/munilonyag";"";"";"";"";""
869;"Municipalidad Provincial de Aija";"MPA";"/muniaija";"www.gob.pe/muniaija";"www.facebook.com/MuniAijaOficial";"";"www.instagram.com/muniaija/";"www.linkedin.com/company/municipalidad-provincial-de-aija";"";""
870;"Municipalidad Distrital de Coris (Md Coris)";"MD-CORIS";"/municipalidad-distrital-de-coris-md-coris";"www.gob.pe/municipalidad-distrital-de-coris-m";"www.facebook.com/profile.php?id=100089689831192";"";"";"";"";""
871;"Municipalidad Distrital de Huacllan";"MDH";"/munihuacllan";"www.gob.pe/munihuacllan";"www.facebook.com/profile.php?id=61553229360609";"";"";"";"www.youtube.com/@MuniBolognesi";""
872;"Municipalidad Distrital de La Merced - Ancash";"MDLM";"/munilamerced-ancash";"www.gob.pe/munilamerced-ancash";"www.facebook.com/profile.php?id=100066296423584";"";"";"";"";""
873;"Municipalidad Provincial de Antonio Raimondi";"MPAR";"/muniantonioraimondi";"www.gob.pe/muniantonioraimondi";"www.facebook.com/profile.php?id=100089596143667&mibextid=ZbWKwL";"";"";"";"";""
874;"Municipalidad Provincial de Asunción";"MPA";"/muniasuncion";"www.gob.pe/muniasuncion";"www.facebook.com/Munideasuncionn/";"";"";"";"";"www.tiktok.com/@munichacas"
875;"Municipalidad Provincial de Bolognesi";"MPB";"/munibolognesi";"www.gob.pe/munibolognesi";"www.facebook.com/ChiquianAncash";"";"www.instagram.com/munibolognesi";"";"www.youtube.com/@MuniBolognesi";"www.tiktok.com/@munibolognesi"
876;"Municipalidad Distrital de Abelardo Pardo Lezameta";"MD-APL";"/munipardo-lezameta";"www.gob.pe/munipardo-lezameta";"www.facebook.com/profile.php?id=100088981521877";"";"";"";"";""
877;"Municipalidad Distrital de Cajacay";"MDC";"/municajacay";"www.gob.pe/municajacay";"www.facebook.com/munidecajacay";"";"www.instagram.com/munidistritalcajacay/";"";"www.youtube.com/@municipalidaddistritaldeca7443";""
878;"Municipalidad Distrital de Colquioc";"MDC";"/municolquioc";"www.gob.pe/municolquioc";"www.facebook.com/muni.chasqui";"";"";"";"www.youtube.com/channel/UC4TEY2QZ-BmYZzBYM2O9H6w";""
879;"Municipalidad Distrital de Huallanca - Bolognesi";"MDH";"/munihuallanca-bolognesi";"www.gob.pe/munihuallanca-bolognesi";"www.facebook.com/municipalidaddistritaldehuallanca";"";"";"";"www.youtube.com/@municipalidaddehuallanca";""
880;"Municipalidad Distrital de La Primavera";"MDLP";"/munidelaprimavera";"www.gob.pe/munidelaprimavera";"www.facebook.com/profile.php?id=100090399902951";"";"";"";"";""
881;"Municipalidad Distrital de Acopampa ";"MDA";"/muniacopampa";"www.gob.pe/muniacopampa";"www.facebook.com/profile.php?id=100089670484730";"";"";"";"";""
882;"Municipalidad Distrital de Anta - Ancash";"MDA";"/munianta-ancash";"www.gob.pe/munianta-ancash";"www.facebook.com/Municipalidad-Distrital-de-Anta-422755521855642";"";"";"";"www.youtube.com/@municipalidaddistritaldean1917";""
883;"Municipalidad Distrital de Marcará";"MDM";"/munimarcara";"www.gob.pe/munimarcara";"www.facebook.com/gobiernodistritaldemarcara";"www.twitter.com/MuniMarcara06";"";"";"www.youtube.com/channel/UCDCQL8wCUXaJCt1FkIjrT3w";"www.tiktok.com/@munimarcara"
884;"Municipalidad Distrital de Pariahuanca - Ancash";"MDP";"/munipariahuanca-ancash";"www.gob.pe/munipariahuanca-ancash";"www.facebook.com/profile.php?id=100091468537229";"";"";"";"";""
885;"Municipalidad Distrital de San Miguel de Aco (Md Smaco)";"MD-SMACO";"/munisanmigueldeaco-carhuaz";"www.gob.pe/munisanmigueldeaco-carhuaz";"www.facebook.com/MuniSanMiguelDeAco";"";"";"";"www.youtube.com/@MunicipalidadDistritalSa-he5em";"/www.tiktok.com/@munisanmigueldeaco"
886;"Municipalidad Distrital de Shilla";"MDS";"/munishilla";"www.gob.pe/munishilla";"www.facebook.com/MuniShillaOficial";"";"";"";"";""
887;"Municipalidad Distrital de Tinco";"MDT";"/munitinco";"www.gob.pe/munitinco";"www.facebook.com/municipalidadtinco";"";"";"";"www.youtube.com/channel/UCGrcdxUdL9ZmPl6EJXJ7efw";"www.tiktok.com/@munitinco"
888;"Municipalidad Distrital de Yungar ";"MDY";"/muniyungar";"www.gob.pe/muniyungar";"www.facebook.com/profile.php?id=100088828793976";"";"";"";"";""
889;"Municipalidad Distrital de San Nicolás";"MD-San-Nicolas";"/munisannicolas";"www.gob.pe/munisannicolas";"www.facebook.com/municipalidad.de.SanNicolas";"";"";"";"";""
890;"Municipalidad Distrital de Buenavista Alta";"MDBA";"/munibuenavistaalta";"www.gob.pe/munibuenavistaalta";"www.facebook.com/MUNIBUENAVISTAALTA2023";"";"";"";"";"www.tiktok.com/@muni.buenavistaalta"
891;"Municipalidad Distrital de Yautan";"MDY";"/muniyautan";"www.gob.pe/muniyautan";"www.facebook.com/profile.php?id=100089103911042";"";"www.instagram.com/municipalidaddeyautan/";"";"";""
892;"Municipalidad Provincial de Casma";"MPC";"/municasma";"www.gob.pe/municasma";"www.facebook.com/profile.php?id=100094194637215";"";"";"";"";""
893;"Municipalidad Provincial de Corongo";"MP Corongo";"/municorongo";"www.gob.pe/municorongo";"www.facebook.com/m.p.c.727535/?_rdc=1&_rdr";"";"";"";"";""
894;"Municipalidad Distrital de La Pampa";"MDLP";"/munilapampa";"www.gob.pe/munilapampa";"www.facebook.com/Pukapampa";"";"";"";"";""
895;"Municipalidad Distrital de Yanac";"";"/muniyanac";"www.gob.pe/muniyanac";"www.facebook.com/yanac15/";"";"";"";"";""
896;"Municipalidad Distrital de Yupán";"MDY";"/muniyupan";"www.gob.pe/muniyupan";"www.facebook.com/profile.php?id=61551473968814";"";"";"";"";""
897;"Municipalidad Distrital de Cochabamba - Huaraz";"MD-Cochabamba";"/municochabamba-huaraz";"www.gob.pe/municochabamba-huaraz";"www.facebook.com/100093661026335";"";"";"";"";""
898;"Municipalidad Distrital de Independencia - Huaraz";"MDI";"/muniindependencia-huaraz";"www.gob.pe/muniindependencia-huaraz";"www.facebook.com/MunidiOficial/";"www.twitter.com/Munidi2016";"";"";"www.youtube.com/channel/UC-D2qjqjjexhcD5Mu4HiQyw";""
899;"Municipalidad Distrital de Jangas";"MDJ";"/munijangas";"www.gob.pe/munijangas";"www.facebook.com/Municipalidad-Distrital-de-Jangas-856114538066871/";"";"www.instagram.com/muni_jangas.pe";"";"www.youtube.com/channel/UCa9a8R1ubpx4A7adcgBgu9g";""
900;"Municipalidad Distrital de Olleros - Ancash";"MDO";"/muniolleros-ancash";"www.gob.pe/muniolleros-ancash";"www.facebook.com/MunicipalidadDistritalDeOlleros";"";"";"";"";""
901;"Municipalidad Distrital de Pariacoto (Md Pariacoto)";"MD-PARIACOTO";"/municipalidad-distrital-de-pariacoto-md-pari";"www.gob.pe/municipalidad-distrital-de-pariaco";"www.facebook.com/profile.php?id=61552132190903&locale=es_LA";"";"";"";"";""
902;"Municipalidad Distrital de Pira";"MDP";"/munipira";"www.gob.pe/munipira";"www.facebook.com/profile.php?id=100089298661720&mibextid=ZbWKwL";"";"";"";"";""
903;"Municipalidad Distrital de Tarica";"MDT";"/munitarica";"www.gob.pe/munitarica";"www.facebook.com/Municipalidad-Distrital-de-Taricá-gestión-2019-2022-472513056583790";"";"";"";"www.youtube.com/channel/UClCSdDpSDIZG_zZZX00cOug";""
904;"Municipalidad Provincial de Huaraz";"MPH";"/munihuaraz";"www.gob.pe/munihuaraz";"www.facebook.com/MunicipalidadHuaraz/?ref=embed_page";"";"";"";"";""
905;"Municipalidad Provincial de Huari";"MPH";"/munihuari";"www.gob.pe/munihuari";"www.facebook.com/MuniHuari?mibextid=LQQJ4d";"www.twitter.com/ProvincialHuari";"www.instagram.com/provincialhuari";"";"www.youtube.com/channel/UCInVlqzccOpx9nLEzQgjzpg";""
906;"Municipalidad Distrital de Cajay";"MDC";"/municajay";"www.gob.pe/municajay";"www.facebook.com/Gobierno-Distrital-de-Cajay-2482292795145978/";"";"";"";"";""
907;"Municipalidad Distrital de Chavín de Huantar";"MDCHH";"/munichavindehuantar";"www.gob.pe/munichavindehuantar";"www.facebook.com/MunicipalidadDistritalDeChavinDeHuantar";"";"www.instagram.com/munichavindehuantar";"";"www.youtube.com/channel/UCkygG_ukouo7PU2JtaPwmJA";""
908;"Municipalidad Distrital de Huacchis (Mdh)";"MDH";"/munihuacchis";"www.gob.pe/munihuacchis";"www.facebook.com/MuniHuacchisOficial/";"";"";"";"www.youtube.com/channel/UC1wMiac7k15JIpcdaxSsdSg";""
909;"Municipalidad Distrital de Huachis";"MDH";"/munihuachis";"www.gob.pe/munihuachis";"www.facebook.com/people/Municipalidad-Distrital-De-Huachis-2023-2026/100089157797797/";"";"";"";"";""
910;"Municipalidad Distrital de Huantar";"MDH";"/munihuantar";"www.gob.pe/munihuantar";"";"";"";"";"www.youtube.com/channel/UCm9UDEfn_k6DHf4QX6iHpag";""
911;"Municipalidad Distrital de Masin";"MDM";"/munimasin";"www.gob.pe/munimasin";"www.facebook.com/munimasin";"";"";"";"";""
912;"Municipalidad Distrital de San Marcos de Huari";"MDSM";"/munisanmarcos-huari";"www.gob.pe/munisanmarcos-huari";"www.facebook.com/profile.php?id=100089011574672&mibextid=LQQJ4d";"";"";"";"www.youtube.com/@municipalidaddesanmarcos";""
913;"Municipalidad Provincial de Huarmey";"MPH";"/munihuarmey";"www.gob.pe/munihuarmey";"www.facebook.com/MuniHuarmey2019";"";"";"";"";""
914;"Municipalidad Distrital de Huata";"MDH";"/munihuata";"www.gob.pe/munihuata";"www.facebook.com/municipalidaddehuata";"";"";"";"";""
915;"Municipalidad Distrital de Pamparomas";"MDP";"/munipamparomas";"www.gob.pe/munipamparomas";"www.facebook.com/Municipalidad-Distrital-de-Pamparomas-1700946166783746";"";"";"";"";""
916;"Municipalidad Distrital de Pueblo Libre - Ancash";"MDPL";"/munipueblolibre";"www.gob.pe/munipueblolibre";"www.facebook.com/Muni.Pueblo.Libre.2023.2026";"";"";"";"";""
917;"Municipalidad Distrital de Santa Cruz - Ancash";"MDSC";"/munisantacruz-ancash";"www.gob.pe/munisantacruz-ancash";"www.facebook.com/Munisantacruz.pe";"";"";"";"";"www.tiktok.com/@municipalidad_santa_cruz"
918;"Municipalidad Provincial de Huaylas";"MPH";"/municaraz";"www.gob.pe/municaraz";"www.facebook.com/municaraz";"";"";"";"";""
919;"Municipalidad Distrital de Lucma - Ancash";"MDL";"/munilucma-ancash";"www.gob.pe/munilucma-ancash";"www.facebook.com/profile.php?id=100089370900786";"";"";"";"";""
920;"Municipalidad Distrital de Acas";"MDA";"/muniacas";"www.gob.pe/muniacas";"";"";"";"";"";""
921;"Municipalidad Distrital de Cajamarquilla - MDC";"MD-CAJAMARQUILLA";"/municajamarquilla";"www.gob.pe/municajamarquilla";"www.facebook.com/mdcajamarquilla";"";"";"";"";""
922;"Municipalidad Distrital de Carhuapampa";"MDC";"/municarhuapampa";"www.gob.pe/municarhuapampa";"www.facebook.com/mdcarhuapampa2020";"";"";"";"";""
923;"Municipalidad Distrital de Congas";"MDC";"/municongas";"www.gob.pe/municongas";"www.facebook.com/profile.php?id=100088875777015";"";"";"";"";""
924;"Municipalidad Distrital de Llipa";"MDLL";"/munillipa";"www.gob.pe/munillipa";"www.facebook.com/MunicipalidadDeLlipa";"";"";"";"";""
925;"Municipalidad Provincial de Ocros";"MPO";"/muniocros";"www.gob.pe/muniocros";"www.facebook.com/profile.php?id=100090424211507&mibextid=ZbWKwL";"";"";"";"";""
926;"Municipalidad Distrital de Huandoval";"MDH";"/munihuandoval";"www.gob.pe/munihuandoval";"www.facebook.com/Municipalidad-Huandoval-2354385138179431";"www.twitter.com/MHuandoval";"";"";"www.youtube.com/channel/UCGt5QHjwkffnnOL5BCS-X6g";""
927;"Municipalidad Distrital de Lacabamba";"MDL";"/munilacabamba";"www.gob.pe/munilacabamba";"www.facebook.com/Municipalidad-Distrital-de-Lacabamba-662569267523837";"";"";"";"";""
928;"Municipalidad Distrital de Pallasca";"MDP";"/munipallasca-ancash";"www.gob.pe/munipallasca-ancash";"www.facebook.com/Municipalidad-Distrital-de-Pallasca-2014746172158918";"";"www.instagram.com/muni_pallasca";"";"";""
929;"Municipalidad Distrital de Pampas - Pallasca";"MD-PAMPAS";"/munipampas-pallasca";"www.gob.pe/munipampas-pallasca";"www.facebook.com/profile.php?id=100095411561360";"";"www.instagram.com/muni_pampas/";"";"www.youtube.com/@MUNICIPALIDADDISTRITALDEPAMPAS";""
930;"Municipalidad Distrital de Tauca";"MDT";"/munitauca";"www.gob.pe/munitauca";"www.facebook.com/mdtauca";"";"";"";"";""
931;"Municipalidad Distrital de Huayllan";"";"/municipalidad-distrital-de-huayllan";"www.gob.pe/municipalidad-distrital-de-huaylla";"www.facebook.com/Municipalidad Distrital de Huayllan";"";"";"";"";""
932;"Municipalidad Distrital de Parobamba";"MDP";"/muniparobamba";"www.gob.pe/muniparobamba";"www.facebook.com/MunideParobamba";"";"www.instagram.com/muniparo/";"";"";""
933;"Municipalidad Provincial de Pomabamba";"MPP";"/munipomabamba";"www.gob.pe/munipomabamba";"www.facebook.com/MuniPoma/";"";"";"";"";""
934;"Municipalidad Provincial de Recuay";"MPR";"/munirecuay";"www.gob.pe/munirecuay";"www.facebook.com/376438143173629";"";"";"";"";""
935;"Municipalidad Distrital de Cátac";"MDC";"/municatac";"www.gob.pe/municatac";"www.facebook.com/Municipalidadcatac/";"";"www.instagram.com/municatac/";"";"www.youtube.com/channel/UCITP2GvveB6GUrlyCf_O4RQ";""
936;"Municipalidad Distrital de Ticapampa";"MDT";"/muniticapampa";"www.gob.pe/muniticapampa";"www.facebook.com/profile.php?id=100089437470473";"";"";"";"";""
937;"Municipalidad Provincial del Santa";"MPS";"/munisanta";"www.gob.pe/munisanta";"www.facebook.com/MunicipalidadProvincialDelSantaOficial";"";"";"";"www.youtube.com/channel/UCgZ2D9oMxbDNwZ7RsgMhqdQ";""
938;"Municipalidad Distrital de Caceres del Perú (Mdcp)";"MDCP";"/municipalidad-distrital-de-caceres-del-peru-";"www.gob.pe/municipalidad-distrital-de-caceres";"www.facebook.com/MuniCaceresdelPeru";"";"";"";"";""
939;"Municipalidad Distrital de Coishco";"MDC";"/municoishco";"www.gob.pe/municoishco";"www.facebook.com/MuniCoishco";"";"";"";"";""
940;"Municipalidad Distrital de Macate";"MDM";"/munimacate";"www.gob.pe/munimacate";"www.facebook.com/MacateAncash";"";"";"";"";""
941;"Municipalidad Distrital de Moro";"MDM";"/munimoro";"www.gob.pe/munimoro";"www.facebook.com/municipiodemoro";"";"";"";"";""
942;"Municipalidad Distrital de Nepeña";"MDN";"/muninepena";"www.gob.pe/muninepena";"www.facebook.com/profile.php?id=100089169246332";"";"";"";"";""
943;"Municipalidad Distrital de Nuevo Chimbote";"MDNCH";"/muninuevochimbote";"www.gob.pe/muninuevochimbote";"www.facebook.com/muninuevochimboteoficial";"";"";"";"";""
944;"Municipalidad Distrital de Samanco";"MDS";"/munisamanco";"www.gob.pe/munisamanco";"www.facebook.com/MuniDeSamanco.gob.pe";"";"";"";"";""
945;"Municipalidad Provincial de Sihuas";"MPS";"/munisihuas";"www.gob.pe/munisihuas";"www.facebook.com/MunicipalidadSihuasOficial?locale";"";"";"";"www.youtube.com/channel/UCmEQ2DLDtRtem0Ikuc41Frw?view_as=subscriber";""
946;"Municipalidad Distrital de Chingalpo";"MDCH";"/munichingalpo";"www.gob.pe/munichingalpo";"www.facebook.com/people/Municipalidad-Distrital-De-Chingalpo/100068915331883/";"";"";"";"";""
947;"Municipalidad Distrital de Quiches";"MD Quiches";"/muniquiches";"www.gob.pe/muniquiches";"www.facebook.com/profile.php?id=100067967735433";"";"";"";"www.youtube.com/channel/UCwpKd5jrBl9WrvWpklXSaVA";""
948;"Municipalidad Distrital de San Juan - Ancash";"MDSJ";"/munisanjuan-ancash";"www.gob.pe/munisanjuan-ancash";"www.facebook.com/profile.php?id=100089623501655&locale=es_LA";"";"";"";"";""
949;"Municipalidad Distrital de Cascapara";"MDC";"/municascapara";"www.gob.pe/municascapara";"www.facebook.com/mdcascapara";"";"";"";"";""
950;"Municipalidad Distrital de Matacoto";"MDM";"/munimatacoto";"www.gob.pe/munimatacoto";"www.facebook.com/profile.php?id=100064102092499";"";"";"";"";""
951;"Municipalidad Distrital de Quillo";"MD - QUILLO";"/muniquillo";"www.gob.pe/muniquillo";"www.facebook.com/profile.php?id=100088812380875";"";"";"";"";""
952;"Municipalidad Distrital de Ranrahirca";"MDR";"/muniranrahirca";"www.gob.pe/muniranrahirca";"";"";"";"";"";""
953;"Municipalidad Distrital de Shupluy";"MDS";"/munishupluy";"www.gob.pe/munishupluy";"www.facebook.com/MDShupluy";"";"www.instagram.com/shupluymuni/";"";"";"www.tiktok.com/@munishupluy"
954;"Municipalidad Distrital de Yanama";"MDY";"/muniyanama";"www.gob.pe/muniyanama";"www.facebook.com/MunicipalidadYanama";"";"";"";"";""
955;"Municipalidad Provincial de Yungay";"MPY";"/muniyungay";"www.gob.pe/muniyungay";"www.facebook.com/MuniYungay.pe";"";"";"";"";""
956;"Municipalidad Provincial de Abancay";"MPA";"/muniabancay";"www.gob.pe/muniabancay";"www.facebook.com/muniabancay.gob.pe";"";"";"";"www.youtube.com/channel/UCGttQDoCbsgMS2jBex-0FMA";"www.tiktok.com/@tiktokmuniabancay"
957;"Municipalidad Distrital de Curahuasi";"MDC";"/municurahuasi";"www.gob.pe/municurahuasi";"www.facebook.com/profile.php?id=100089216942222";"";"www.instagram.com/municipalidaddecurahuasi/?fbclid=IwAR203UdYk_JGXuhz1S73lXnkcrZse2hB8RXEdldC8_B1lnmBeulpp6bu-0c";"";"www.youtube.com/channel/UC0hZ9zqBP4wRp76WigE1Hlg";"www.tiktok.com/@municipalidaddecurahuasi"
958;"Municipalidad Distrital de San Pedro de Cachora";"MDSPC";"/munisanpedrodecachora";"www.gob.pe/munisanpedrodecachora";"www.facebook.com/municipalidadsanpedrodecachora";"";"";"";"";""
959;"Municipalidad Distrital de Tamburco ";"MDT";"/munitamburco";"www.gob.pe/munitamburco";"www.facebook.com/MunicipalidadDistritalTamburco";"";"";"";"";""
960;"Municipalidad Distrital José María Arguedas";"MDJMA";"/muniarguedas";"www.gob.pe/muniarguedas";"www.facebook.com/muniarguedas";"";"";"";"www.youtube.com//channel/UCWgodGlFY9pLqlHIeZaBYYw";""
961;"Municipalidad Distrital de Kaquiabamba";"MDK";"/munikaquiabamba";"www.gob.pe/munikaquiabamba";"www.facebook.com/Municipalidad-Kaquiabamba-101508994732822";"";"";"";"";""
962;"Municipalidad Distrital de Pacucha";"MDP";"/munipacucha";"www.gob.pe/munipacucha";"www.facebook.com/Municipalidad-Distrital de Pacucha 2023-2026";"";"";"";"www.youtube.com/channel/UCQ-MmZTO42F8iiPLgCAwdJQ";""
963;"Municipalidad Distrital de Pomacocha de Apurímac";"MD - POMACOCHA";"/munipomacocha-apurimac";"www.gob.pe/munipomacocha-apurimac";"www.facebook.com/MuniPomacochaApurimac";"";"";"";"";""
964;"Municipalidad Distrital de San Jerónimo - Apurímac";"MDSJ";"/munisanjeronimo-apurimac";"www.gob.pe/munisanjeronimo-apurimac";"www.facebook.com/SabinoPortillo.alcalde";"www.twitter.com/Municip79245406";"www.instagram.com/municipalidad.san.jeronimo";"";"www.youtube.com/channel/UCnAhVq9IYoV8nSVM6Gj0zRQ";"www.tiktok.com/@munisanjeronimo"
965;"Municipalidad Distrital de Santa María de Chicmo";"";"/munisantamariadechicmo";"www.gob.pe/munisantamariadechicmo";"www.facebook.com/municipalidadchicmo";"";"www.instagram.com/munichicmo";"";"www.youtube.com/channel/UCHc-IzoqvlBJtjMHruXmUnQ";"www.tiktok.com/@munichicmo"
966;"Municipalidad Distrital de Talavera";"MDT";"/munitalavera";"www.gob.pe/munitalavera";"www.facebook.com/mdt.talavera";"";"";"";"www.youtube.com/channel/UCG0g920y0dn5YQICjLYLC1Q";"vm.tiktok.com/ZM8G7qgeu/"
967;"Municipalidad Provincial de Andahuaylas";"MPA";"/muniandahuaylas";"www.gob.pe/muniandahuaylas";"www.facebook.com/municipioandahuaylas";"";"www.instagram.com/municipalidad_andahuaylas/";"";"";""
968;"Municipalidad Provincial de Antabamba";"MPA";"/muniantabamba";"www.gob.pe/muniantabamba";"www.facebook.com/Antabambamunicipalidad";"";"";"";"";""
969;"Municipalidad Distrital de Oropesa - Apurimac";"MDO";"/munioropesa-apurimac";"www.gob.pe/munioropesa-apurimac";"www.facebook.com/munitotoraoropesa";"";"";"";"";""
970;"Municipalidad Provincial de Aymaraes";"MPA";"/muniaymaraes";"www.gob.pe/muniaymaraes";"www.facebook.com/AlcaldeProvincialAymares/";"";"";"";"www.youtube.com/channel/UCJWj6NRtUsKokHND9gXATAA";""
971;"Municipalidad Distrital de Colcabamba - Aymaraes";"MDC";"/municolcabamba-aymaraes";"www.gob.pe/municolcabamba-aymaraes";"www.facebook.com/municolcabamba.aymaraes";"www.twitter.com/MDColcabamba";"";"";"www.youtube.com/channel/UCveqiL6ocUfnpnTQ_yvoR9w";""
972;"Municipalidad Distrital de Cotaruse";"MDC";"/municotaruse";"www.gob.pe/municotaruse";"www.facebook.com/profile.php?id=100089631034232";"";"";"";"";""
973;"Municipalidad Distrital de Justo Apu Sahuaraura";"MDJAS";"/munijustoapusahuaraura";"www.gob.pe/munijustoapusahuaraura";"www.facebook.com/justo.apusahuaraura.oficial/";"";"";"";"";""
974;"Municipalidad Distrital de Lucre - Aymaraes";"MDL";"/munilucre-aymaraes";"www.gob.pe/munilucre-aymaraes";"www.facebook.com/AlcaldeSantosPortilloHuamaniLucre2023";"";"";"";"";""
975;"Municipalidad Distrital de Tapairihua";"MDT";"/munitapairihua";"www.gob.pe/munitapairihua";"www.facebook.com/Municipalidad-de-Tapairihua-253578692240638/about";"";"";"";"";""
976;"Municipalidad Distrital de Tintay";"";"/municipalidad-distrital-de-tintay";"www.gob.pe/municipalidad-distrital-de-tintay";"www.facebook.com/MunicipalidadDistritalDeTintay";"";"";"";"";""
977;"Municipalidad Provincial de Chincheros";"MPCH";"/munichincheros";"www.gob.pe/munichincheros";"www.facebook.com/MunicipalidadProvincialChincheros";"";"";"";"";""
978;"Municipalidad Distrital de Anco Huallo";"MDAH";"/muniancohuallo";"www.gob.pe/muniancohuallo";"www.facebook.com/trabajandoportufamilia";"";"";"";"www.youtube.com/watch?v=4qC0btPT1_M";""
979;"Municipalidad Distrital de Cocharcas";"MDC";"/municocharcas";"www.gob.pe/municocharcas";"www.facebook.com/municipalidaddistritaldecocharcas/";"";"";"";"";""
980;"Municipalidad Provincial de Cotabambas";"MPC";"/municotabambas";"www.gob.pe/municotabambas";"www.facebook.com/Municipalidad Provincial Cotabambas Tambobamba 2019-2022";"";"";"";"www.youtube.com/Municipalidad Provincial Cotabambas Tambobamba";""
981;"Municipalidad Distrital de Challhuahuacho";"MDCH";"/munichallhuahuacho";"www.gob.pe/munichallhuahuacho";"www.facebook.com/munichallhuaoficial";"";"";"";"www.youtube.com/channel/UCKDAw3DGrcXgAkL1hDSovIQ";""
982;"Municipalidad Distrital de Cotabambas";"MDC";"/municotabambas-cotabambas";"www.gob.pe/municotabambas-cotabambas";"www.facebook.com/Municipalidad.Distrital.De.Cotabambas.2023?mibextid=ZbWKwL";"";"";"";"";""
983;"Municipalidad Distrital de Coyllurqui";"MDC";"/municoyllurqui";"www.gob.pe/municoyllurqui";"www.facebook.com/people/Municipalidad-Distrital-de-Coyllurqui/100089163441291/?mibextid=ZbWKwL";"www.twitter.com/municoyllurqui";"";"";"www.youtube.com/channel/UCrtiLQDZPzBUo25tGZm2BSQ";""
984;"Municipalidad Distrital de Haquira";"MDH";"/munihaquira";"www.gob.pe/munihaquira";"www.facebook.com/profile.php?id=100088935799944";"";"";"";"";""
985;"Municipalidad Distrital de Mara";"MDM";"/munimara";"www.gob.pe/munimara";"www.facebook.com/MunicipalidadDistritaldeMara";"";"";"";"";""
986;"Municipalidad Provincial de Grau";"MPG";"/munigrau";"www.gob.pe/munigrau";"www.facebook.com/munigrau";"";"";"";"";""
987;"Municipalidad Distrital de Curpahuasi ";"MDC";"/municurpahuasi";"www.gob.pe/municurpahuasi";"www.facebook.com/MuniCurpahuasi";"";"";"";"";""
988;"Municipalidad Distrital de Gamarra";"MDG";"/munigamarra";"www.gob.pe/munigamarra";"www.facebook.com/munigamarra";"";"www.instagram.com/p/Copmy6HvApQ/?utm_source=ig_web_copy_link&igshid=MTIyMzRjYmRlZg==";"";"www.youtube.com/@munigamarra";""
989;"Municipalidad Distrital de Huayllati";"MDH";"/munihuayllati";"www.gob.pe/munihuayllati";"www.facebook.com/MunicipalidadDistritaldeHuayllati";"";"www.instagram.com/munihuayllati";"";"www.youtube.com/https://www.instagram.com/munihuayllati";""
990;"Municipalidad Distrital de Vilcabamba - Apurímac";"MDV";"/munivilcabamba-apurimac";"www.gob.pe/munivilcabamba-apurimac";"www.facebook.com/munivilcabambagrau";"";"";"";"";""
991;"Municipalidad Distrital de Virundo";"";"/municipalidad-distrital-de-virundo";"www.gob.pe/municipalidad-distrital-de-virundo";"www.facebook.com/MUNISANJUANDEVIRUNDO?mibextid=ZbWKwL";"";"";"";"";""
992;"Municipalidad Provincial de Arequipa";"MPA";"/muniarequipa";"www.gob.pe/muniarequipa";"www.facebook.com/MuniArequipa/";"www.twitter.com/muniarequipa";"www.instagram.com/muni.arequipa/";"";"www.youtube.com/@muniArequipa/featured";"www.tiktok.com/@muni.arequipa"
993;"Municipalidad Distrital de Alto Selva Alegre";"MDASA";"/munialtoselvaalegre";"www.gob.pe/munialtoselvaalegre";"www.facebook.com/mdasaOFICIAL";"www.twitter.com/altoselvaalegre";"www.instagram.com/mdasa_oficial/";"";"www.youtube.com/channel/UCiw6V07mDeU9VzlArrrlKzg";""
994;"Municipalidad Distrital de Cayma";"MDC";"/municayma";"www.gob.pe/municayma";"www.facebook.com/profile.php?id=100079860080991&mibextid=ZbWKwL";"";"www.instagram.com/municipalidad_cayma.oficial/";"";"";""
995;"Municipalidad Distrital de Cerro Colorado";"MDCC";"/municerrocolorado";"www.gob.pe/municerrocolorado";"www.facebook.com/municipalidad.cerrocolorado";"";"";"";"";""
996;"Municipalidad Distrital de Characato";"MDCH";"/municharacato";"www.gob.pe/municharacato";"www.facebook.com/characatomunicipalidad";"";"www.instagram.com/municipalidadcharacato";"";"";"www.tiktok.com/@distritocharacato"
